id,osmId,osm_type,name,stars,rooms,beds,phone,email,website,addr_city,addr_street,addr_housenumber,addr_postcode,latitude,longitude
175,691989434,node,Ortler,3,,,+39 0473 790101,info@hotel-ortler.com,https://www.hotel-ortler.com/,Ulten - Ultimo,,71,39016,46.5108645,10.9270075
176,691991006,node,Naturoase Schwemmerhof,3,,,,,https://www.schwemmerhof.com/,,,,,46.5220979,10.9301066
177,691991026,node,Sankt Nikolaus,3,,,,,,,,,,46.5145105,10.9339967
178,715778006,node,Albergo La Ritonda,3,,,,,https://www.baitalaritonda.it/,,,,,46.2179527,11.8769754
179,715778013,node,Albergo Cant del Gal,3,,,+39 0439 62997,info@cantdelgal.it,https://www.cantdelgal.it/,,,,,46.2171599,11.8783206
180,722215937,node,Hotel Venezia,3,,,,,,,,,,46.2963776,11.7819806
181,729605637,node,Villaggio Hotel Aquila,3,,,+39 0464 83 41 10,,,Calliano,Via 3 Novembre,11,38060,45.9336265,11.0946354
182,736934523,node,Hotel Buchholz,,,,,,http://www.hotel-buchholz.it/,Salorno - Salurn,,,,46.2466433,11.24405
183,736934759,node,Grünwald,,,,+390471884546,grunwaldpochi@gmail.com,https://grunwaldsalorno.it,Salorno - Salurn,Via Sant'Orsola - Hl. Ursula-Weg,1,,46.2461732,11.2411174
184,748785558,node,Hotel Zeni,2,,,,,,Brentonico,Via Roma,16,,45.8171784,10.9548487
185,751963090,node,Hotel Bemelmans Post,,,,,,,,,,,46.5375151,11.4642035
186,757148637,node,Rosental,,,,,,,,,,,46.7458925,11.7617702
187,758777273,node,Hotel Belvedere,,,,,,,,,,,46.2643339,11.8014593
188,758777596,node,TH Hotel Majestic Dolomiti,,,,,,,,,,,46.2617589,11.8021526
189,758777694,node,Hotel Des Alpes,,,,,,,,,,,46.2635277,11.803156
190,758778016,node,Hotel Cima Rosetta,,,,,,,,,,,46.2619963,11.8015574
191,766502251,node,Hotel Monte Rust,3,,,,,,,,,,45.9437439,11.2483994
192,767320228,node,Bar Ristorante Hofer,,,,,,,Bolzano - Bozen,Via Bergamo - Bergamostraße,19,39100,46.4906455,11.3337995
193,768139471,node,Nalserhof,4,,,,,,,,,,46.5435058,11.2021592
194,768139520,node,Walserhof Hotel,4,,,,,,,,,,46.5436899,11.202881
195,768139545,node,Lahngut Hotel,3,,,,,,,,,,46.5462238,11.2035913
196,768139548,node,Mehrhauser Hotel,3,,,,,,,,,,46.5439096,11.2016555
197,775751898,node,Hotel Das Stachelburg,4,33,,+39 0473 967310,info@hotel-stachelburg.com,https://www.hotel-stachelburg.com/,,,,,46.6839221,11.0722169
198,778958662,node,Hotel Aaritz,,,,,,,,,,,46.0138343,11.3015021
199,778961197,node,Albergo Acler,,,,,,,,,,,46.0137916,11.3026609
200,781933007,node,Hotel Post,,,,,,,,,,,46.5578175,11.7226177
201,799244023,node,Hotel Romanda,,,,,,,,,,,46.0113165,11.3005891
202,799244067,node,Albergo Claudia,,,,,,,,,,,46.0143514,11.3017351
203,799244207,node,Hotel Antica Rosa,,,,,,,,,,,46.0112845,11.3000651
204,799244470,node,Albergo Sandro,,,,,,,,,,,46.0137503,11.3021479
205,799244877,node,Hotel Cristallo,3,,,,,,,,,,46.0143148,11.3024259
206,799271628,node,Hotel Ranuimüllerhof,3,,,+39 0472 840182,info@ranuimuellerhof.com,https://www.ranuimuellerhof.com/,,,,,46.6362408,11.7255307
207,803490568,node,Ancora,,,,,,,,,,,45.8861891,10.8407161
208,804040398,node,Falkensteinerhof,4,,,,,https://www.falkensteiner.com/de/hotel/falkensteinerhof,,,,,46.8431178,11.6268064
209,804040538,node,Masl,4,,,,,https://www.hotel-masl.com/,,,,,46.8353874,11.628713
210,804040960,node,Valserhof,4,,,,,https://www.valserhof.com/,,,,,46.8436046,11.6274753
211,815301288,node,Familenhotel Sonnwies,,,,+39 0472 413533,,https://www.sonnwies.com/,Lüsen - Luson,Alter Rungger Weg - Vicolo Alter Rungger Weg,20,39040,46.7458097,11.774563
212,815521332,node,Hotel St. Hubertus,3,,,,,,,,,,46.2302361,10.8267762
213,822669028,node,Du Lac,3,,,+39 0461 586965,info@hoteldulac.it,http://www.hoteldulac.it/,Molveno,Via Nazionale,4,38018,46.1412572,10.9667355
214,822669069,node,Hotel Miraval,4,,,+39 0463 536 141,info@miravalhotel.it,https://www.miravalhotel.it,Coredo,Via G. Marconi,12,38012,46.3505058,11.0886217
215,824702377,node,Lilie Hotel,4,,,+39 0472 760063,,https://www.hotellilie.it/,Sterzing - Vipiteno,Neustadt - Città Nuova,49,39049,46.896862,11.4324393
216,832359469,node,Angerle Alm,3,,,,,,,,,,46.4120119,11.5850124
217,850426775,node,Gasthaus Koflerhof,,,,,,,,,,,46.4867612,11.3890813
218,850426777,node,Bad St. Isidor - Bagni S. Isidoro,,,,,,,,,,,46.4812902,11.383799
219,850636736,node,Zur Sonne,,,,,,,,,,,46.6090065,11.5652247
